非：├─ 车辆轨迹点  carid:12032 | 里程:1122682 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415130615234,30.92347526550293 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+682.5 | 航向角: 173.86281
非：├─ 车辆轨迹点  carid:12040 | 里程:1122011 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A8YG19 (颜色:5) | 坐标: 114.04399108886719,30.92951774597168 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+11.5 | 航向角: 353.86002
非：├─ 车辆轨迹点  carid:12041 | 里程:1122210 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B74867 (颜色:2) | 坐标: 114.04386138916016,30.927724838256836 | 速度: 41.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+210.5 | 航向角: 353.89188
非：├─ 车辆轨迹点  carid:12044 | 里程:1122984 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B2AC11 (颜色:1) | 坐标: 114.04454040527344,30.920774459838867 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+984 | 航向角: 173.85794
非：├─ 车辆轨迹点  carid:12045 | 里程:1122015 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A77445 (颜色:1) | 坐标: 114.04398345947266,30.929481506347656 | 速度: 51.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+15.5 | 航向角: 174.03903
非：├─ 车辆轨迹点  carid:12046 | 里程:1122275 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E5C1627 (颜色:4) | 坐标: 114.04385375976562,30.927139282226562 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+275.5 | 航向角: 353.98468
非：├─ 车辆轨迹点  carid:12047 | 里程:1122304 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EE90L0 (颜色:0) | 坐标: 114.04386138916016,30.926876068115234 | 速度: 85.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+304.5 | 航向角: 353.84515
非：├─ 车辆轨迹点  carid:12050 | 里程:1122750 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BSX942 (颜色:0) | 坐标: 114.04424285888672,30.92286491394043 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+750.5 | 航向角: 173.82605
非：├─ 车辆轨迹点  carid:12051 | 里程:1122661 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E2YZ20 (颜色:0) | 坐标: 114.04412841796875,30.923667907714844 | 速度: 47.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+661 | 航向角: 174.24083
非：├─ 车辆轨迹点  carid:12052 | 里程:1122542 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B854VC (颜色:5) | 坐标: 114.04400634765625,30.92473602294922 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+542 | 航向角: 353.8876
非：├─ 车辆轨迹点  carid:12053 | 里程:1122392 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E8NQX6 (颜色:9) | 坐标: 114.04389190673828,30.92608642578125 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+392 | 航向角: 353.9918
非：├─ 车辆轨迹点  carid:12056 | 里程:1122396 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A1NHA0 (颜色:0) | 坐标: 114.04389190673828,30.92604637145996 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+396.5 | 航向角: 178.2621
非：├─ 车辆轨迹点  carid:12057 | 里程:1122493 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E587U0 (颜色:1) | 坐标: 114.04396057128906,30.9251708984375 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+493.5 | 航向角: 176.47792
非：├─ 车辆轨迹点  carid:12058 | 里程:1122745 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂ETXHH2 (颜色:1) | 坐标: 114.04423522949219,30.922914505004883 | 速度: 56.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+745 | 航向角: 353.93832
非：├─ 车辆轨迹点  carid:12059 | 里程:1122903 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BRR4T74 (颜色:4) | 坐标: 114.04443359375,30.92149543762207 | 速度: 42.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+903.5 | 航向角: 353.8999
非：├─ 车辆轨迹点  carid:12062 | 里程:1122164 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BQ39606 (颜色:4) | 坐标: 114.04387664794922,30.928144454956055 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+164 | 航向角: 183.10283
非：├─ 车辆轨迹点  carid:12063 | 里程:1122118 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BV7480J (颜色:4) | 坐标: 114.04389953613281,30.928560256958008 | 速度: 43.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+118 | 航向角: 183.79282
非：├─ 车辆轨迹点  carid:12064 | 里程:1123070 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BH7T3G (颜色:0) | 坐标: 114.04593658447266,30.911048889160156 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1123+70.5 | 航向角: 353.81253
非：├─ 车辆轨迹点  carid:12065 | 里程:1123115 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A0007K (颜色:0) | 坐标: 114.04598999023438,30.910646438598633 | 速度: 46.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+115.5 | 航向角: 353.84445
非：├─ 车辆轨迹点  carid:11865 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AVDM86 (颜色:2) | 坐标: 114.03587,30.848188 | 速度: 49.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.29541
非：├─ 车辆轨迹点  carid:11871 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B0JOJ2 (颜色:0) | 坐标: 114.03473,30.855131 | 速度: 42.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 176.33128
非：├─ 车辆轨迹点  carid:11877 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂ABZ116 (颜色:0) | 坐标: 114.034676,30.855755 | 速度: 44.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 177.40002
非：├─ 车辆轨迹点  carid:11883 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B0826O (颜色:0) | 坐标: 114.03464,30.85641 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.26335
非：├─ 车辆轨迹点  carid:11888 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂ETGW34 (颜色:0) | 坐标: 114.03559,30.849419 | 速度: 79.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.37727
非：├─ 车辆轨迹点  carid:11889 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AKB7A4 (颜色:0) | 坐标: 114.03461,30.857012 | 速度: 64.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.85643
非：├─ 车辆轨迹点  carid:11894 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B6N027 (颜色:1) | 坐标: 114.03548,30.850033 | 速度: 45.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.72603
非：├─ 车辆轨迹点  carid:11895 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AKIT4L (颜色:6) | 坐标: 114.03459,30.857632 | 速度: 62.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.14055
非：├─ 车辆轨迹点  carid:11900 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AFI30V (颜色:3) | 坐标: 114.035355,30.850668 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.81866
非：├─ 车辆轨迹点  carid:11901 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BJ1H40 (颜色:0) | 坐标: 114.034584,30.858208 | 速度: 52.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.7321
非：├─ 车辆轨迹点  carid:11906 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B247T06 (颜色:4) | 坐标: 114.03455,30.857409 | 速度: 63.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.47893
非：├─ 车辆轨迹点  carid:11907 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E22AY6 (颜色:2) | 坐标: 114.03488,30.862957 | 速度: 48.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 187.49553
非：├─ 车辆轨迹点  carid:11912 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AB5985 (颜色:0) | 坐标: 114.034546,30.858118 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.656
非：├─ 车辆轨迹点  carid:11913 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AC3115 (颜色:9) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.39162
非：├─ 车辆轨迹点  carid:11918 | 里程:0 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AIO3F5 (颜色:5) | 坐标: 114.034546,30.85869 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 181.44376
非：├─ 车辆轨迹点  carid:11919 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E875SF (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 54.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 189.30864
非：├─ 车辆轨迹点  carid:11924 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E04M44 (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 69.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 194.6709
非：├─ 车辆轨迹点  carid:11925 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B88G9M (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.40811
非：├─ 车辆轨迹点  carid:11930 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B91727 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 195.4417
非：├─ 车辆轨迹点  carid:11931 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EA8U86 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.34319
非：├─ 车辆轨迹点  carid:11936 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AK9197 (颜色:6) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 196.7282
非：├─ 车辆轨迹点  carid:11937 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E65P05 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.30382
非：├─ 车辆轨迹点  carid:11942 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A8299Y (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 58.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.38489
非：├─ 车辆轨迹点  carid:11943 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BP93N5 (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 69.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.41716
非：├─ 车辆轨迹点  carid:11948 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B3C588 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.31639
非：├─ 车辆轨迹点  carid:11949 | 里程:1126524 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B16489 (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 70.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.51495
非：├─ 车辆轨迹点  carid:11954 | 里程:1126359 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂BLUBUT (颜色:2) | 坐标: 114.04060363769531,30.882089614868164 | 速度: 63.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+359 | 航向角: 197.40858
非：├─ 车辆轨迹点  carid:11955 | 里程:1126497 | 时间：2025-03-21 22:11:30:285 | 车牌: 京E42295C (颜色:4) | 坐标: 114.04019165039062,30.880891799926758 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+497.5 | 航向角: 197.1902
非：├─ 车辆轨迹点  carid:11960 | 里程:1126285 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂ED2L3N (颜色:5) | 坐标: 114.04081726074219,30.88273048400879 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+285 | 航向角: 197.35953
非：├─ 车辆轨迹点  carid:11961 | 里程:1126434 | 时间：2025-03-21 22:11:30:285 | 车牌: 京EL18733 (颜色:4) | 坐标: 114.0403823852539,30.88143539428711 | 速度: 67.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+434.5 | 航向角: 197.19566
非：├─ 车辆轨迹点  carid:11966 | 里程:1126216 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B4G27K (颜色:0) | 坐标: 114.04102325439453,30.88332748413086 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+216 | 航向角: 197.35995
非：├─ 车辆轨迹点  carid:11967 | 里程:1126364 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B4Z535W (颜色:4) | 坐标: 114.04058837890625,30.882041931152344 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+364.5 | 航向角: 197.41736
非：├─ 车辆轨迹点  carid:11972 | 里程:1125717 | 时间：2025-03-21 22:11:30:285 | 车牌: 豫B16VN6L (颜色:4) | 坐标: 114.04249572753906,30.887643814086914 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+717 | 航向角: 197.25694
非：├─ 车辆轨迹点  carid:11973 | 里程:1126071 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B3X33A (颜色:5) | 坐标: 114.04145050048828,30.884580612182617 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+71 | 航向角: 197.31104
非：├─ 车辆轨迹点  carid:11976 | 里程:1125422 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EU695J (颜色:0) | 坐标: 114.04336547851562,30.89019775390625 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+422 | 航向角: 197.37299
非：├─ 车辆轨迹点  carid:11978 | 里程:1125286 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A5E9H0 (颜色:0) | 坐标: 114.04376983642578,30.891368865966797 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+286.5 | 航向角: 197.386
非：├─ 车辆轨迹点  carid:11979 | 里程:1125459 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B7619Q (颜色:0) | 坐标: 114.04325866699219,30.889877319335938 | 速度: 45.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+459 | 航向角: 197.3804
非：├─ 车辆轨迹点  carid:11984 | 里程:1125206 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.04400634765625,30.892066955566406 | 速度: 72.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+206 | 航向角: 197.30362
非：├─ 车辆轨迹点  carid:11985 | 里程:1125394 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.04344940185547,30.89043617248535 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+394.5 | 航向角: 197.39151
非：├─ 车辆轨迹点  carid:11990 | 里程:1125139 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.04420471191406,30.89264678955078 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+139 | 航向角: 197.34355
非：├─ 车辆轨迹点  carid:11991 | 里程:1124091 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.04639434814453,30.901874542236328 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+91.5 | 航向角: 185.42827
非：├─ 车辆轨迹点  carid:11996 | 里程:1124335 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04612731933594,30.899694442749023 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+335 | 航向角: 188.90662
非：├─ 车辆轨迹点  carid:11997 | 里程:1124017 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.04644775390625,30.902544021606445 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+17 | 航向角: 184.34023
非：├─ 车辆轨迹点  carid:12002 | 里程:1124234 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04624938964844,30.900592803955078 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+234.5 | 航向角: 187.44904
非：├─ 车辆轨迹点  carid:12003 | 里程:1123952 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.0464859008789,30.90312385559082 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+952.5 | 航向角: 183.58998
非：├─ 车辆轨迹点  carid:12008 | 里程:1123793 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04652404785156,30.904556274414062 | 速度: 64.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+793.5 | 航向角: 181.14005
非：├─ 车辆轨迹点  carid:12009 | 里程:1123277 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04619598388672,30.90920066833496 | 速度: 42.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+277 | 航向角: 174.40617
非：├─ 车辆轨迹点  carid:12014 | 里程:1123710 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04651641845703,30.905309677124023 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+710 | 航向角: 179.82497
非：├─ 车辆轨迹点  carid:12015 | 里程:1123208 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.04611206054688,30.909814834594727 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+208.5 | 航向角: 174.04565
非：├─ 车辆轨迹点  carid:12016 | 里程:1122181 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04386901855469,30.92799186706543 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+181 | 航向角: 2.89019
非：├─ 车辆轨迹点  carid:12017 | 里程:1121881 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.04414367675781,30.93068504333496 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+881.5 | 航向角: 8.775734
非：├─ 车辆轨迹点  carid:12018 | 里程:1123242 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.04615020751953,30.909513473510742 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+242 | 航向角: 174.26201
非：├─ 车辆轨迹点  carid:12020 | 里程:1122890 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.04441833496094,30.92161750793457 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+890 | 航向角: 173.93028
非：├─ 车辆轨迹点  carid:12021 | 里程:1123002 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.04584503173828,30.911657333374023 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+2.5 | 航向角: 173.90077
非：├─ 车辆轨迹点  carid:12022 | 里程:1122398 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04389190673828,30.926027297973633 | 速度: 58.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+398.5 | 航向角: 358.17618
非：├─ 车辆轨迹点  carid:12023 | 里程:1121997 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.04400634765625,30.929649353027344 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+997 | 航向角: 6.827301
非：├─ 车辆轨迹点  carid:12026 | 里程:1122793 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.04429626464844,30.9224853515625 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+793 | 航向角: 173.96045
非：├─ 车辆轨迹点  carid:12027 | 里程:1122937 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04447937011719,30.921192169189453 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+937.5 | 航向角: 173.90356
非：├─ 车辆轨迹点  carid:12028 | 里程:1122471 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.04393768310547,30.925369262695312 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+471.5 | 航向角: 356.7588
非：├─ 车辆轨迹点  carid:12029 | 里程:1122336 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04386901855469,30.926591873168945 | 速度: 49.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+336 | 航向角: 359.54187
非：├─ 车辆轨迹点  carid:12030 | 里程:1123014 | 时间：2025-03-21 22:11:30:285 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.04586029052734,30.91155433654785 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+14 | 航向角: 173.79514

===================next news===================
非：├─ 车辆轨迹点  carid:12032 | 里程:1122725 | 时间：2025-03-21 22:11:30:448 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04420471191406,30.9230899810791 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+725.5 | 航向角: 173.94148
非：├─ 车辆轨迹点  carid:12033 | 里程:1122806 | 时间：2025-03-21 22:11:30:448 | 车牌: 鄂AN9766 (颜色:0) | 坐标: 114.0443115234375,30.922365188598633 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+806.5 | 航向角: 173.95198
非：├─ 车辆轨迹点  carid:12034 | 里程:1122554 | 时间：2025-03-21 22:11:30:448 | 车牌: 鄂BS51N5 (颜色:5) | 坐标: 114.04402160644531,30.924623489379883 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+554.5 | 航向角: 355.25085
